Type_of_payment_code,Vehicle_code,id,
PTP,VCB43,PCCE12794,
PTC,VC965,PC2EBEAB9,
PTP,VCD2F,PC0671DD4,
PTP,VCD2F,PC1E0F3B6,
PTP,VC965,PC0F0AB4E,
PTP,VCD2F,PC49BFB36,
PTC,VC965,PC9889263,
PTC,VC965,PCF6540C0,
PTE,VC965,PCBE7E15B,
PTP,VC965,PC40BD0F3,
PTP,VC965,PC8ED616E,
PTC,VC965,PC647292C,
PTE,VCB43,PCEB6517A,
PTE,VC965,PC6AA246E,
PTP,VC965,PCDB42B34,
PTC,VC965,PCAE45EC0,
PTC,VC965,PCD0DDD3D,
PTP,VC965,PC8DFF744,
PTE,VC965,PC879E7AB,
PTP,VC965,PC8616CD8,
PTE,VC965,PC57036DA,
PTE,VCB43,PC2E099B4,
PTC,VC965,PCC1ED0C5,
PTE,VC965,PC783B5FC,
PTC,VCD2F,PCC3BCE65,
PTE,VC965,PC8A8EA51,
PTP,VC965,PC70B7987,
PTC,VCD2F,PC787D664,
PTP,VC965,PCD411AEF,
PTP,VC965,PC685B3B1,
PTE,VC965,PCC4F7DCE,
PTE,VC965,PCB206182,
PTC,VC965,PC1E10EC3,
PTE,VC965,PC16E79D4,
PTC,VC965,PC14FBE4A,
PTC,VC965,PCE51C5C7,
PTC,VC965,PCA35B156,
PTE,VC965,PCC321538,
PTC,VC965,PC48D61BB,
PTE,VCB43,PCE450C55,
PTE,VC965,PC69DE15C,
PTP,VC965,PCAC9371E,
PTE,VC965,PC0005AC7,
PTC,VCD2F,PC84E8CEF,
PTC,VC965,PC6DC0ACF,
PTE,VC965,PCBE8B2AB,
PTC,VCB43,PCE7F2748,
PTC,VC965,PCF4A2DA9,
PTP,VCB43,PC58105BF,
PTC,VC965,PC161AC8D,
PTC,VC965,PC818101A,
PTE,VCB43,PCE7A4F34,
PTP,VCB43,PC4C9B108,
PTP,VCB43,PCA76178F,
PTC,VC965,PCB7341F4,
PTE,VCB43,PC71FE98A,
PTP,VCB43,PCE319335,
PTP,VCD2F,PC9082A17,
PTC,VCB43,PC0D83A1E,
PTE,VC965,PC8453073,
PTC,VCB43,PC59A33DE,
PTC,VCB43,PC53B475D,
PTC,VC965,PCE36658B,
PTE,VCD2F,PC90D44D0,
PTE,VC965,PCE3427C5,
PTE,VCD2F,PCDD23528,
PTE,VC965,PCF891CEB,
PTP,VC965,PC472C08E,
PTE,VC965,PCC3BCE65,
PTC,VC965,PCDFCFF53,
PTP,VC965,PC6D0FC31,
PTE,VCD2F,PC9042B3F,
PTE,VCB43,PC46C4A27,
PTC,VC965,PCEF64195,
PTE,VCB43,PC524833E,
PTP,VC965,PCC0E7E2A,
PTC,VC965,PC374C341,
PTC,VC965,PCBABF130,
PTE,VC965,PC89FB76E,
PTC,VC965,PC2125618,
PTC,VC965,PC4AC8EAD,
PTE,VC965,PCB7F1F8A,
PTC,VCD2F,PCCAAFB48,
PTP,VC965,PC12BE494,
PTC,VCB43,PCF2ECD29,
PTP,VC965,PCF63C15F,
PTP,VC965,PCA32686D,
PTE,VCB43,PCCCAD2AC,
PTC,VCB43,PC126524C,
PTP,VCB43,PC576A3BA,
PTC,VCB43,PCCAFD014,
PTP,VCB43,PC4D8469D,
PTC,VCB43,PC4D892D7,
PTP,VCB43,PC4A5D62F,
PTC,VC965,PC46BE0B2,
PTE,VCD2F,PC084F676,
PTC,VC965,PC9B747F8,
PTC,VC965,PCE36723C,
PTC,VC965,PC43A5E42,
PTC,VC965,PC7A54E18,
PTE,VCB43,PC8D40B22,
PTC,VCB43,PC0C535B6,
PTC,VC965,PC4A5D62F,
PTC,VC965,PCBE7E15B,
PTP,VC965,PC494D54E,
PTC,VC965,PC64281F6,
PTP,VC965,PC6DC0ACF,
PTC,VCB43,PC43919D1,
PTP,VC965,PC8AAEF51,
PTP,VC965,PC59A0CB2,
PTE,VCB43,PCA8A783A,
PTE,VCB43,PC3863F6A,
PTE,VCB43,PC905B5D4,
PTC,VC965,PC47300D9,
PTE,VCD2F,PC52E7369,
PTC,VC965,PC5295A46,
PTE,VC965,PC795A0A3,
PTE,VCD2F,PCCFD9AB6,
PTC,VC965,PCF891CEB,
PTE,VC965,PC7E9E8F3,
PTC,VCD2F,PC08EA270,
PTC,VCB43,PCD411AEF,
PTE,VC965,PCB02917E,
PTE,VCD2F,PC74CE451,
PTE,VC965,PC9C3D708,
PTC,VCB43,PCA6403C1,
PTC,VC965,PC2265FB3,
PTC,VCB43,PCC3E4ADA,
PTP,VC965,PC4B8A835,
PTE,VC965,PCE4C5D8E,
PTC,VC965,PCAACD453,
PTE,VC965,PC03A5F23,
PTE,VCB43,PC0B2B03E,
PTE,VC965,PC0E22DEA,
PTC,VC965,PC384779E,
PTC,VC965,PC5E524A1,
PTC,VC965,PCD5CBB82,
PTC,VC965,PC7DC0964,
PTP,VCB43,PCD6DBA1D,
PTE,VC965,PC14008D5,
PTE,VCD2F,PCE32ED40,
PTP,VCB43,PC356AE8F,
PTP,VCB43,PC909A324,
PTC,VCB43,PCDE20E6F,
PTE,VCD2F,PCE5BA2CE,
PTP,VC965,PCD83DE25,
PTE,VCB43,PCA06B2F1,
PTC,VC965,PCBE1B45D,
PTP,VC965,PC14008D5,
PTP,VC965,PCCCAD2AC,
PTE,VCD2F,PC4F78F1B,
PTE,VC965,PCBBB9730,
PTC,VC965,PC94DC1E6,
PTE,VC965,PCDADB8C6,
PTC,VC965,PC48664B7,
PTE,VC965,PCF40C389,
PTC,VC965,PC00AE965,
PTP,VC965,PC4F78F1B,
PTE,VCD2F,PC851E565,
PTP,VC965,PC851E565,
PTC,VCD2F,PC36C9AE8,
PTC,VC965,PC5149039,
PTC,VC965,PC95B4E03,
PTE,VC965,PC803F0F2,
PTE,VC965,PC99AE725,
PTP,VC965,PC041D874,
PTP,VC965,PCC3A370A,
PTE,VC965,PC7607A5D,
PTC,VC965,PCE0A2A2F,
PTP,VC965,PCC6A4CD8,
PTP,VC965,PCF514246,
PTC,VCB43,PCDE1D204,
PTC,VCB43,PC47B8825,
PTP,VC965,PC82D2552,
PTP,VC965,PCB30E45F,
PTP,VC965,PCBC064F8,
PTP,VCD2F,PC4B0DCD2,
PTE,VC965,PC4A7B00C,
PTP,VCB43,PC28E44E2,
PTE,VC965,PCDE89544,
PTE,VC965,PC666483B,
PTE,VC965,PCECC4DE2,
PTP,VC965,PC5549650,
PTP,VCB43,PC70886EC,
PTE,VC965,PC65485BB,
PTE,VC965,PCDEB8E32,
PTC,VC965,PC8AEC6E8,
PTP,VCB43,PCEDD7E85,
PTP,VC965,PCFE8B604,
PTP,VCD2F,PCDB42B34,
PTP,VC965,PC19C02F1,
PTP,VC965,PCE4A44BE,
PTE,VCD2F,PC2BBEEDC,
PTE,VC965,PCFF0FEB0,
PTP,VC965,PC76EDF79,
PTP,VCD2F,PCA857A23,
PTP,VC965,PC576A3BA,
PTE,VCB43,PC6DC0ACF,
PTE,VCD2F,PC00AE965,
PTP,VCD2F,PCC591410,
PTC,VC965,PCC48E3A8,
PTE,VC965,PCF5E7754,
PTC,VC965,PCD5CBB82,
PTE,VC965,PCDFCFF53,
PTC,VC965,PC126524C,
PTC,VCB43,PC3A6DBC9,
PTC,VC965,PC575F591,
PTE,VC965,PC8473A64,
PTC,VCB43,PC3E1512A,
PTP,VC965,PCB2463CF,
PTC,VC965,PCCF18BAF,
PTP,VCD2F,PCBABF130,
PTC,VCD2F,PCE32ED40,
PTC,VC965,PCB228987,
PTE,VCB43,PCF6EECB2,
PTP,VC965,PC3D58C5E,
PTE,VC965,PCD9C5406,
PTC,VCB43,PC36C9AE8,
PTE,VC965,PC9F22103,
PTC,VC965,PC1592ACA,
PTC,VC965,PCA8F9E50,
PTC,VC965,PCF0B5E85,
PTE,VC965,PCAC7E4C1,
PTC,VC965,PC9E503B6,
PTE,VC965,PC9194382,
PTP,VCD2F,PCD9CAD56,
PTP,VC965,PC303DD56,
PTP,VC965,PCD5F2808,
PTE,VCB43,PC3E78C17,
PTC,VCB43,PCCA71D2C,
PTE,VC965,PC94C0945,
PTP,VC965,PC89C0554,
PTP,VC965,PCFBEFA9E,
PTE,VC965,PCF712D1A,
PTC,VC965,PCA283923,
PTP,VC965,PC1585DF2,
PTP,VC965,PCE952492,
PTC,VC965,PCA8F9E50,
PTE,VC965,PCD540B2F,
PTP,VC965,PCF4A2DA9,
PTC,VC965,PC9AF321D,
PTC,VCD2F,PCB077F18,
PTE,VCD2F,PC09C5F59,
PTC,VC965,PC9DFEBB0,
PTC,VCD2F,PC36C9AE8,
PTP,VC965,PCAD79413,
PTC,VCB43,PCDD316EB,
PTC,VCD2F,PCBE6CB59,
PTC,VC965,PC4B0DCD2,
PTP,VC965,PCF1366ED,
PTC,VCD2F,PC485BE5B,
PTP,VC965,PC684859B,
PTP,VC965,PC538125F,
PTP,VCB43,PCCBCFEDE,
PTC,VC965,PC7BEFC3B,
PTE,VCB43,PCF91266E,
PTC,VC965,PCE5E04A2,
PTE,VC965,PC974552B,
PTC,VCB43,PC71FE98A,
PTC,VCD2F,PCB1B5BEC,
PTC,VC965,PC3777B8E,
PTC,VC965,PC4CD2B81,
PTP,VC965,PCC9756B2,
PTC,VCB43,PCC62D342,
PTC,VC965,PCB228987,
PTE,VC965,PC2F353E1,
PTP,VC965,PCFFC2992,
PTC,VCB43,PC7688C61,
PTP,VC965,PCE29AA1A,
PTP,VCB43,PCA2D76A5,
PTP,VC965,PC2F1A066,
PTC,VCD2F,PC2BBEEDC,
PTP,VC965,PC53A52CB,
PTC,VC965,PC4D892D7,
PTP,VCB43,PC92C5115,
PTC,VCB43,PC19F3DBB,
PTE,VC965,PC670F1AC,
PTP,VC965,PCA26D872,
PTE,VCB43,PCFA4F864,
PTP,VC965,PC5E524A1,
PTC,VC965,PCBE6ABE5,
PTE,VC965,PC4B0DCD2,
PTE,VCB43,PCF6540C0,
PTC,VC965,PCC993FB3,
PTP,VCB43,PC19CE0DB,
PTP,VC965,PC627AA14,
PTP,VC965,PC36C9AE8,
PTE,VC965,PC92A6471,
PTC,VCB43,PC0A5DC1F,
PTP,VCD2F,PC0553E32,
PTE,VC965,PC6B030C6,
PTE,VC965,PCFF02057,
PTP,VCD2F,PCA52F720,
PTP,VC965,PCF764517,
PTP,VC965,PC8B8C482,
PTP,VC965,PC93AAEC9,
PTE,VC965,PCA4DF48A,
PTP,VC965,PC0E22DEA,
PTE,VC965,PC8A7A22A,
PTP,VCB43,PCA2D76A5,
PTP,VC965,PCF3AE602,
PTE,VC965,PCCE12794,
PTP,VC965,PC524833E,
PTP,VC965,PC685B3B1,
PTP,VCB43,PCBA86754,
PTP,VC965,PC7667A3E,
PTE,VC965,PC34ECAB5,
PTC,VCD2F,PC11E9595,
PTC,VC965,PC2890582,
PTE,VC965,PC51A39A7,
PTE,VCD2F,PC59414DA,
PTC,VC965,PCA52F720,
PTP,VC965,PCC1FFE5B,
PTP,VC965,PC4779D38,
PTC,VC965,PC36675CE,
PTC,VC965,PC65485BB,
PTE,VC965,PC5E202FC,
PTE,VCB43,PC8DFF744,
PTE,VC965,PC46C55B4,
PTE,VCB43,PCCA836C9,
PTP,VC965,PCB7F1F8A,
PTE,VC965,PCCEEF65A,
PTP,VC965,PCD540B2F,
PTC,VC965,PCF9CCB5A,
PTC,VC965,PCE2D63A7,
PTC,VCB43,PCF858E11,
PTC,VC965,PC0C0EE22,
PTP,VC965,PCDED6F20,
PTE,VC965,PCA227C6B,
PTE,VC965,PC4E6422C,
PTC,VC965,PCE450C55,
PTE,VCB43,PCCBCFEDE,
PTC,VC965,PC6DC0ACF,
PTP,VC965,PC57036DA,
PTE,VCB43,PCAFC8A56,
PTC,VCB43,PC3FB1BB6,
PTC,VC965,PCF7F25B7,
PTP,VCD2F,PC8DA1D3B,
PTE,VCB43,PC010D2A9,
PTP,VC965,PC6DC0ACF,
PTP,VC965,PCC3BCE65,
PTC,VC965,PCAD79413,
PTP,VC965,PC19CE0DB,
PTE,VCB43,PCF2ECD29,
PTC,VC965,PC0AE9E1B,
PTC,VC965,PCE9C770E,
PTP,VC965,PC4FA703F,
PTE,VCD2F,PC51D1059,
PTE,VC965,PC47300D9,
PTE,VC965,PC11DCA73,
PTC,VC965,PC4C76F48,
PTE,VC965,PCDC5C9E2,
PTC,VC965,PC28E44E2,
PTP,VCB43,PCA33A9A8,
PTC,VC965,PC3A7AACB,
PTP,VCB43,PCF1366ED,
PTE,VCB43,PC2C2EF9E,
PTP,VC965,PC7241796,
PTC,VC965,PCDE1D204,
PTC,VC965,PCEC57A8E,
PTC,VCB43,PC93AAEC9,
PTP,VC965,PCED2DB6F,
PTP,VC965,PC134F258,
PTP,VC965,PC8DFF744,
PTE,VC965,PC1269226,
PTC,VC965,PC0A326BE,
PTE,VCB43,PC397AFA3,
PTC,VC965,PCC3E4ADA,
PTP,VC965,PCFFC2992,
PTE,VC965,PCF891CEB,
PTE,VC965,PC7E9E8F3,
PTC,VCB43,PC7DC0964,
PTE,VCB43,PC4C9B108,
PTC,VCD2F,PC340B4DE,
PTE,VC965,PCBB02F92,
PTE,VC965,PC6203962,
PTE,VCB43,PC74CE451,
PTE,VCB43,PC9DD0BBD,
PTP,VC965,PC411FDC0,
PTC,VC965,PC5170BF4,
PTC,VC965,PC974552B,
PTC,VC965,PCC422F4D,
PTP,VC965,PC19C02F1,
PTP,VC965,PC03C5C15,
PTP,VC965,PC186BCA8,
PTP,VC965,PCF9CCB5A,
PTC,VC965,PC119E3A6,
PTC,VC965,PCA2E8463,
PTC,VCD2F,PCE03E8B1,
PTC,VC965,PCAFC8A56,
PTE,VC965,PC4B1BAF3,
PTP,VC965,PCEA652A8,
PTP,VC965,PC384779E,
PTC,VCB43,PC89C35AD,
PTC,VCD2F,PC0A63844,
PTE,VCD2F,PC53B475D,
PTP,VC965,PC485BE5B,
PTE,VC965,PC0BD172F,
PTC,VC965,PCE60D320,
PTE,VC965,PC4847214,
PTE,VCB43,PC43A5E42,
PTC,VC965,PCE60D320,
PTE,VCB43,PC0A326BE,
PTC,VCD2F,PCF263A5E,
PTE,VC965,PC96AD1EB,
PTP,VCB43,PC30AAE76,
PTE,VC965,PCEDD7E85,
PTC,VC965,PCF1366ED,
PTP,VC965,PC63844BC,
PTC,VC965,PC69F3F14,
PTP,VC965,PC5295A46,
PTE,VC965,PC8140983,
PTP,VCB43,PC52E7369,
PTP,VCB43,PCEF3EBBC,
PTC,VC965,PC92C5115,
PTC,VC965,PCD411AEF,
PTC,VC965,PCB077F18,
PTC,VCD2F,PCBD023A3,
PTP,VC965,PC1A43FB7,
PTC,VCB43,PCAA67227,
PTC,VC965,PC74F6341,
PTC,VC965,PCBABD060,
PTE,VC965,PC411FDC0,
PTP,VC965,PC1551C8E,
PTP,VC965,PC65E7991,
PTE,VC965,PCC1ED0C5,
PTC,VC965,PC6C57ED3,
PTC,VC965,PCA3797CA,
PTC,VC965,PCCACA741,
PTP,VC965,PC7D68CD9,
PTE,VC965,PCCE9B069,
PTE,VC965,PC23E470D,
PTP,VC965,PC040ADB3,
PTE,VCB43,PC90AAFDA,
PTP,VC965,PC7E4F42A,
PTE,VCB43,PC2111CF9,
PTC,VC965,PC0B2B03E,
PTP,VC965,PC11E9595,
PTE,VCB43,PC591BDF7,
PTE,VCB43,PCC943ECD,
PTP,VCB43,PCCF6A454,
PTC,VC965,PC8F4AF85,
PTC,VCB43,PCC422F4D,
PTE,VC965,PC59A0CB2,
PTP,VCB43,PCD66314D,
PTP,VCB43,PCDF9F773,
PTE,VC965,PC07289CF,
PTP,VC965,PCBB65EF4,
PTC,VC965,PC7ACFF7C,
PTE,VC965,PCF8F6133,
PTC,VCD2F,PC7DC0964,
PTC,VC965,PCF91266E,
PTC,VCB43,PC3546931,
PTC,VCD2F,PCA26D872,
PTE,VC965,PC1E10EC3,
PTE,VCB43,PC7E4F42A,
PTC,VCB43,PC2308E9E,
PTP,VCB43,PC7DC0964,
PTC,VCD2F,PC419B1CB,
PTP,VC965,PC4156AD5,
PTE,VC965,PCE49911B,
PTC,VC965,PCD30AB50,
PTE,VC965,PCD83983A,
PTP,VC965,PC8DFFE65,
PTE,VC965,PC6594AD4,
PTC,VCD2F,PC926F0A9,
PTC,VCD2F,PC23BA77A,
PTP,VC965,PCFDB2950,
PTP,VC965,PCFBEFA9E,
PTP,VC965,PC52E7369,
PTC,VC965,PC48D61BB,
PTE,VC965,PCB30E45F,
PTC,VC965,PCE62BBA9,
PTC,VC965,PC540E129,
PTP,VC965,PC3A63A79,
PTC,VC965,PC422A6D1,
PTC,VCD2F,PCB278A8B,
PTP,VC965,PCA214501,
PTE,VCB43,PCE952492,
PTC,VCB43,PCCE002E5,
PTE,VC965,PC0B32B5B,
PTP,VC965,PCA579A65,
PTE,VCD2F,PCDED6F20,
PTC,VC965,PCFDB2BA6,
PTE,VC965,PC3FB1BB6,
PTP,VC965,PC0606D6A,
PTE,VCB43,PCE36723C,
PTE,VC965,PCDFCFF53,
PTE,VC965,PC0606D6A,
PTP,VC965,PCB070250,
PTP,VC965,PC95F5F6B,
PTP,VC965,PC2265FB3,
PTP,VC965,PCBB055C6,
PTC,VCD2F,PCDECFC74,
PTC,VC965,PCC4F7DCE,
PTE,VC965,PCED7EAFE,
PTC,VCD2F,PCEF5C190,
PTP,VCD2F,PCDA37101,
PTP,VC965,PC074E6A8,
PTP,VCB43,PC05BD3DF,
PTP,VCD2F,PCB30E45F,
PTC,VCB43,PC327D635,
PTP,VC965,PC82A16E6,
PTP,VC965,PC9EBEDB5,
PTC,VCB43,PC652EEF2,
PTE,VC965,PC8DF4919,
PTC,VC965,PCB228987,
PTC,VCB43,PCBBB9730,
PTE,VC965,PC883FCA9,
PTC,VC965,PC259547F,
PTC,VC965,PC89A3BCF,
PTE,VC965,PC2E099B4,
PTE,VC965,PC1D57D7F,
PTP,VC965,PC88EA64E,
PTE,VCB43,PCA26D872,
PTE,VCD2F,PCEECA8B2,
PTE,VC965,PC652EEF2,
PTC,VCB43,PCF775FA6,
PTP,VCB43,PCC48E3A8,
PTC,VC965,PCB325DCD,
PTP,VCB43,PC34C1DCB,
PTE,VCD2F,PC6EFC03B,
PTC,VC965,PCCEEF65A,
PTE,VC965,PCD66314D,
PTC,VC965,PC17D596F,
PTE,VC965,PC6A1BCA4,
PTC,VC965,PCD1EB220,
PTC,VCB43,PCBCF42C2,
PTC,VCB43,PCB6F1968,
PTP,VCB43,PCA8F9E50,
PTP,VC965,PC374C341,
PTE,VCD2F,PCF1366ED,
PTC,VCB43,PCAF6E464,
PTP,VC965,PC7A3A5CF,
PTE,VC965,PC93CE517,
PTP,VC965,PCBCF42C2,
PTC,VC965,PCD8D05D7,
PTE,VC965,PC119E3A6,
PTE,VC965,PC40C93B0,
PTE,VC965,PCE937423,
PTE,VC965,PC9FBBA67,
PTP,VCB43,PC0EF761B,
PTC,VC965,PCF733A7C,
PTC,VC965,PC30FC453,
PTP,VC965,PCD9C5406,
PTP,VC965,PC591BDF7,
PTE,VC965,PC1EEDA04,
PTC,VCD2F,PC3415EA4,
PTP,VC965,PCA3797CA,
PTP,VC965,PC78EF0B5,
PTP,VC965,PC8473A64,
PTP,VC965,PC2BE6D87,
PTE,VCD2F,PC4B1BAF3,
PTC,VC965,PC94C0945,
PTC,VCB43,PC14008D5,
PTP,VC965,PC97F19B1,
PTP,VC965,PC23E470D,
PTP,VC965,PCFFF6463,
PTP,VC965,PC15EC378,
PTC,VC965,PC6A1BCA4,
PTE,VC965,PC48D61BB,
PTC,VC965,PCF891CEB,
PTE,VC965,PC6594AD4,
PTP,VC965,PC439FA2D,
PTP,VC965,PC845CEA6,
PTC,VC965,PCEF5C190,
PTP,VC965,PC5A27CDE,
PTP,VCB43,PCF3AE602,
PTC,VC965,PC035B71E,
PTE,VCB43,PC526B1EC,
PTP,VCD2F,PC94C0945,
PTP,VC965,PC22F748B,
PTP,VC965,PCAB21FC5,
PTC,VC965,PC134F258,
PTE,VCD2F,PC909A324,
PTP,VC965,PC63FF017,
PTC,VCD2F,PC6E93A05,
PTP,VCD2F,PC1085B78,
PTP,VC965,PC028872C,
PTP,VCB43,PC795A0A3,
PTC,VC965,PCB325DCD,
PTC,VCB43,PC0CF9451,
PTC,VC965,PC40BD0F3,
PTP,VCB43,PCC5E1C04,
PTC,VCB43,PC2890582,
PTP,VC965,PC52D063A,
PTE,VCD2F,PCF984421,
PTC,VC965,PC0A717C4,
PTC,VC965,PCF31BD97,
PTC,VCD2F,PC417B8DF,
PTP,VC965,PC2D22627,
PTP,VC965,PC79BCF60,
PTE,VCD2F,PCF31BD97,
PTE,VCB43,PC3E78C17,
PTP,VC965,PCF243BF3,
PTE,VC965,PCDEB8E32,
PTE,VCB43,PCE75C5C8,
PTE,VCD2F,PCE6CC50C,
PTP,VC965,PC628DCED,
PTC,VC965,PCDEB8E32,
PTE,VC965,PC2111CF9,
PTP,VC965,PC3D58C5E,
PTE,VC965,PC41EEC34,
PTE,VC965,PC13CB69B,
PTC,VC965,PC7E22FD8,
PTE,VC965,PC99B9343,
PTE,VC965,PCEF64195,
PTP,VCD2F,PCBA2D075,
PTP,VCB43,PC0D83A1E,
PTE,VCD2F,PC64CF233,
PTP,VCB43,PCC8C7059,
PTC,VC965,PCF891CEB,
PTE,VCD2F,PC0954183,
PTP,VC965,PCCBCFEDE,
PTP,VC965,PC2A27502,
PTP,VC965,PCC0E7E2A,
PTP,VCB43,PC411FDC0,
PTE,VCD2F,PCB3DF742,
PTP,VC965,PC0CF9451,
PTE,VCB43,PCB500A9F,
PTC,VC965,PC8C7C5D7,
PTE,VC965,PCDF9F773,
PTE,VCB43,PC419F41D,
PTE,VC965,PC62AF885,
PTE,VCD2F,PC8CA1B15,
PTP,VC965,PCEEC0DB3,
PTC,VC965,PCB500A9F,
PTP,VC965,PCBB055C6,
PTE,VCB43,PC1A4796C,
PTC,VC965,PC5B2AFFA,
PTP,VC965,PC576AD85,
PTP,VC965,PCD3A817A,
PTC,VC965,PC19CE0DB,
PTE,VC965,PCCBCFEDE,
PTP,VC965,PC3D16FC5,
PTP,VCD2F,PC4AC8EAD,
PTE,VC965,PCF64B519,
PTC,VCB43,PC4E1366E,
PTP,VC965,PC52E7369,
PTC,VC965,PCBC064F8,
PTE,VC965,PC74CE451,
PTC,VC965,PC041D874,
PTP,VCD2F,PCEF64195,
PTE,VC965,PC96AD1EB,
PTP,VCD2F,PC78D4122,
PTP,VCD2F,PC124B4C0,
PTE,VCB43,PC51A39A7,
PTE,VC965,PC59A0CB2,
PTP,VC965,PCF8F6133,
PTP,VC965,PCACF7982,
PTP,VC965,PCCEEF65A,
PTP,VC965,PC6A4F55F,
PTP,VC965,PC30AAE76,
PTP,VCB43,PC7758F89,
PTC,VCB43,PC385C6E7,
PTE,VCB43,PCB7E7138,
PTP,VC965,PC8FE0901,
PTP,VC965,PCF40C389,
PTC,VCB43,PCC422F4D,
PTE,VCB43,PCE5E04A2,
PTC,VCB43,PCE45DE8D,
PTP,VCB43,PC40BD0F3,
PTP,VC965,PCC1A733C,
PTE,VC965,PC7DC0964,
PTE,VC965,PC680DEC6,
PTE,VC965,PCE9CE23F,
PTE,VC965,PCB24B68E,
PTC,VC965,PC869BDE8,
PTE,VCB43,PC5B5C16D,
PTC,VC965,PCB6F1968,
PTE,VC965,PCF135377,
PTP,VCB43,PCB3DF742,
PTP,VCD2F,PC19CE0DB,
PTE,VCB43,PC3F8C42B,
PTC,VC965,PCC3A370A,
PTP,VC965,PCDB42B34,
PTP,VCB43,PC8A8EA51,
PTC,VC965,PCD9CAD56,
PTC,VC965,PC4967767,
PTP,VC965,PCE36723C,
PTC,VC965,PC1FE6483,
PTE,VCB43,PC9FB4E82,
PTE,VC965,PC9FBBA67,
PTP,VC965,PC7758F89,
PTP,VC965,PCAD79413,
PTC,VC965,PC0EC3E54,
PTE,VC965,PC540E129,
PTE,VC965,PCB228987,
PTC,VC965,PC3863F6A,
PTC,VCD2F,PCC90A061,
PTC,VC965,PC7DC0964,
PTP,VC965,PC86E9EB7,
PTP,VC965,PC6B14C5D,
PTP,VC965,PC8DFF744,
PTC,VC965,PC3FAA264,
PTC,VC965,PC8A7A22A,
PTP,VC965,PC0D83A1E,
PTE,VC965,PC19D06B0,
PTP,VCD2F,PC7D68CD9,
PTC,VCD2F,PC400DFFE,
PTC,VCB43,PCCBCFEDE,
PTP,VCB43,PCF858E11,
PTP,VCB43,PC783B5FC,
PTP,VC965,PC35509AB,
PTC,VCB43,PC68969FB,
PTE,VC965,PC16F5A24,
PTE,VC965,PC3A6DBC9,
PTC,VC965,PC94C0945,
PTP,VCB43,PC02FEF7D,
PTP,VC965,PC12D9486,
PTE,VC965,PC0D83A1E,
PTP,VC965,PCF6EECB2,
PTC,VC965,PC14FBE4A,
PTE,VCD2F,PC6E8D0F9,
PTP,VC965,PC186BCA8,
PTP,VC965,PC8C7C5D7,
PTE,VC965,PCCE002E5,
PTC,VC965,PCDECFC74,
PTP,VCD2F,PC4E572D8,
PTC,VCB43,PC9AF321D,
PTC,VC965,PC953B572,
PTC,VC965,PC55432DA,
PTP,VCD2F,PC6B14C5D,
PTE,VC965,PCCC0D001,
PTP,VCD2F,PCDE5402C,
PTE,VC965,PCA92F2BD,
PTE,VCB43,PC327D635,
PTC,VC965,PC909A324,
PTC,VC965,PCA3797CA,
PTP,VCD2F,PC787D664,
PTC,VC965,PC4E6422C,
PTC,VC965,PC8140983,
PTP,VC965,PC0567192,
PTC,VCB43,PCE450C55,
PTC,VC965,PCD83DE25,
PTP,VCB43,PCE8CBA37,
PTC,VCB43,PC57036DA,
PTP,VCD2F,PCF621E92,
PTE,VCB43,PC6397888,
PTE,VCB43,PC3A6DBC9,
PTE,VCB43,PCDFC1E11,
PTC,VCB43,PCEF3EBBC,
PTP,VC965,PC9DFEBB0,
PTP,VCB43,PC905B5D4,
PTC,VC965,PCA2E8463,
PTP,VCB43,PCBCF42C2,
PTC,VCB43,PC18C31F6,
PTC,VC965,PCA50FB36,
PTE,VC965,PCDFCFF53,
PTE,VCD2F,PCD66314D,
PTC,VC965,PC25E70B7,
PTE,VCD2F,PCCBCFEDE,
PTP,VCB43,PC1EE951B,
PTC,VC965,PC88494D0,
PTC,VCD2F,PCFE7F7FE,
PTC,VC965,PCE75C5C8,
PTE,VCB43,PC3D30AD0,
PTP,VC965,PC308070B,
PTE,VC965,PCA283923,
PTP,VCB43,PC7F1A5B9,
PTC,VCB43,PC6BCA05F,
PTE,VC965,PCF91266E,
PTC,VCB43,PC214FB8E,
PTC,VC965,PC36C9AE8,
PTE,VC965,PCE4C5D8E,
PTC,VC965,PC2F353E1,
PTE,VCB43,PC0005AC7,
PTC,VC965,PC3CCA187,
PTE,VC965,PC3A23C14,
PTC,VC965,PC8DF4919,
PTP,VCB43,PC7688C61,
PTE,VC965,PC8F8E598,
PTC,VCB43,PC57036DA,
PTC,VC965,PCB206182,
PTP,VC965,PC99A12E9,
PTP,VC965,PC783B5FC,
PTC,VC965,PC71A1452,
PTC,VC965,PC40FC710,
PTE,VC965,PCB27CFF1,
PTC,VC965,PCBA86754,
PTC,VCD2F,PC867796D,
PTE,VC965,PCB325DCD,
PTP,VCD2F,PCE450C55,
PTC,VCD2F,PC7241796,
PTP,VCB43,PC3743587,
PTE,VC965,PC6DC0ACF,
PTC,VCD2F,PC34ECAB5,
PTE,VC965,PC89A3BCF,
PTE,VCD2F,PC627AA14,
PTE,VCD2F,PC485BE5B,
PTP,VC965,PC4B1BAF3,
PTE,VCB43,PCACF7982,
PTC,VC965,PCC7B407A,
PTE,VC965,PC461DCD3,
PTE,VC965,PC41EEC34,
PTP,VC965,PCE7F2748,
PTP,VC965,PC5B45CE7,
PTE,VC965,PC58105BF,
